bug_id,app_name,module,bug_type,severity,priority,device_type,browser,os,screenshot_available,steps_to_reproduce,expected_behavior,actual_behavior,time_to_detect_sec,time_to_fix_sec,user_impact_score,reported_by,tags,resolved,Cluster
18795,Noteapp,Sidebar,Performance,Low,P1,Desktop,Firefox,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,51,111,2,User,Crash,True,2
8151,Socialbuzz,Checkout,Layout,Medium,P3,Desktop,Safari,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,57,289,9,User,UX;Crash,False,3
22605,Shopease,Dashboard,Text Overflow,Low,P1,Desktop,Chrome,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,41,414,9,Qa,Animation,True,3
34440,Shopease,Editor,Crash,Medium,P3,Mobile,Chrome,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,43,947,10,User,Crash;Accessibility,False,1
19729,Shopease,Dashboard,Broken Link,Low,P3,Desktop,Firefox,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,54,84,5,Developer,Layout;Color,True,2
44789,Financetracker,Login Form,Performance,Medium,P3,Desktop,Safari,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,59,483,4,Developer,Performance;Color,True,2
11621,Taskmanager,Toolbar,Accessibility,High,P1,Desktop,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,23,63,1,Qa,Layout,True,2
40636,Financetracker,Search,Color Mismatch,Medium,P3,Mobile,Edge,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Color Mismatch,59,428,4,User,Layout,True,2
38570,Socialbuzz,Navbar,Broken Link,Low,P2,Tablet,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,18,296,2,Developer,Mobile;Link,False,0
29844,Financetracker,Search,Performance,High,P1,Tablet,Chrome,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Performance,45,60,4,Qa,Link;Mobile;Color,False,2
44354,Financetracker,Footer,Performance,Medium,P3,Desktop,Safari,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,52,795,9,Developer,Animation;Crash;Performance,False,1
33701,Shopease,Toolbar,Animation,High,P2,Desktop,Safari,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,41,562,5,Qa,Color;Animation,False,0
24150,Financetracker,Dashboard,Text Overflow,Critical,P3,Desktop,Firefox,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,25,674,5,Developer,Color;Mobile;Link,True,0
11763,Socialbuzz,Checkout,Crash,Critical,P3,Desktop,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,59,939,10,User,Layout,True,1
2057,Shopease,Login Form,Crash,Medium,P3,Mobile,Chrome,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,28,197,1,User,Link;Crash;Color,False,2
46596,Shopease,Footer,Color Mismatch,Critical,P2,Mobile,Edge,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,44,253,4,User,Layout,True,2
22474,Taskmanager,Dashboard,Animation,Low,P2,Mobile,Safari,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,25,932,8,User,UX;Layout;Crash,False,1
22621,Noteapp,Search,Responsiveness,Medium,P3,Mobile,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Responsiveness,12,558,8,Qa,Link;Performance,False,4
7950,Financetracker,Checkout,Animation,Medium,P2,Tablet,Safari,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,6,886,7,User,Layout,False,0
11019,Noteapp,Checkout,Color Mismatch,Critical,P2,Tablet,Chrome,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,54,770,7,Developer,Mobile;Layout;Color,False,1
43037,Taskmanager,Editor,Responsiveness,Medium,P3,Desktop,Chrome,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,55,246,3,Qa,Link;Crash;UX,True,2
6762,Noteapp,Footer,Accessibility,High,P1,Desktop,Edge,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,27,841,3,User,Performance;Color;Crash,True,0
42409,Shopease,Footer,Crash,Medium,P1,Mobile,Edge,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Crash,45,742,7,Qa,Accessibility;Animation;Layout,False,1
46024,Taskmanager,Navbar,Accessibility,Medium,P1,Tablet,Safari,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,37,278,4,Qa,Link;Mobile,False,2
15364,Taskmanager,Toolbar,Crash,High,P3,Tablet,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Crash,38,118,1,Qa,Animation;Accessibility;Link,False,2
45130,Taskmanager,Toolbar,Responsiveness,High,P1,Mobile,Safari,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,16,210,5,User,Accessibility,True,4
4294,Noteapp,Login Form,Text Overflow,High,P1,Tablet,Edge,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,47,553,3,Qa,Accessibility;Color;UX,False,2
47226,Shopease,Dashboard,Text Overflow,Medium,P3,Desktop,Safari,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,56,732,7,Developer,UX;Crash;Link,False,1
28719,Taskmanager,Editor,Animation,Critical,P2,Tablet,Chrome,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,24,703,6,User,Animation,False,1
14866,Taskmanager,Toolbar,Animation,Medium,P1,Desktop,Safari,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,32,110,1,Developer,Performance;Link,True,2
7226,Socialbuzz,Checkout,Crash,Low,P3,Mobile,Edge,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,13,690,3,Qa,UX,False,0
2943,Taskmanager,Login Form,Animation,Medium,P3,Tablet,Firefox,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,56,90,4,Developer,Layout;UX;Animation,True,2
34254,Taskmanager,Checkout,Crash,High,P3,Desktop,Firefox,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,41,747,10,Qa,Color,False,1
18463,Shopease,Checkout,Color Mismatch,Low,P3,Tablet,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,27,987,5,Developer,Animation;Link,False,0
1095,Taskmanager,Editor,Performance,Low,P1,Tablet,Safari,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,50,582,5,Qa,Color;UX;Mobile,True,2
5724,Socialbuzz,Login Form,Layout,Medium,P1,Tablet,Edge,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,39,752,5,Developer,Crash;UX;Animation,True,0
23787,Taskmanager,Editor,Responsiveness,High,P3,Mobile,Edge,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,29,819,9,User,Mobile,False,1
35159,Financetracker,Sidebar,Broken Link,High,P3,Desktop,Safari,Macos,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Broken Link,29,287,2,Developer,Link;UX,False,2
32423,Noteapp,Sidebar,Responsiveness,High,P1,Mobile,Chrome,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Responsiveness,49,887,6,User,Performance;Link,False,1
39551,Financetracker,Search,Accessibility,Medium,P3,Tablet,Firefox,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,41,363,6,Developer,Performance;Link;UX,True,2
2523,Financetracker,Login Form,Text Overflow,Medium,P2,Desktop,Firefox,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,60,431,3,User,Mobile,False,2
19970,Taskmanager,Search,Layout,Medium,P3,Tablet,Firefox,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Layout,15,380,3,User,Accessibility;Link,False,4
43300,Taskmanager,Search,Animation,Low,P3,Tablet,Firefox,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,9,539,9,Developer,Accessibility;Layout;Crash,True,4
41539,Noteapp,Footer,Performance,Medium,P1,Tablet,Edge,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,43,297,8,Developer,Crash;Color;Layout,False,3
31065,Shopease,Login Form,Color Mismatch,Medium,P2,Desktop,Safari,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,11,790,6,Qa,UX,False,0
22052,Taskmanager,Toolbar,Color Mismatch,High,P1,Desktop,Chrome,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Color Mismatch,32,938,5,User,Crash,False,0
35480,Financetracker,Navbar,Performance,High,P1,Tablet,Firefox,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,33,205,10,Qa,UX,False,3
24371,Noteapp,Editor,Animation,Critical,P2,Mobile,Safari,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,6,357,1,Developer,Link;Accessibility,False,0
9118,Shopease,Search,Performance,Medium,P1,Mobile,Firefox,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Performance,22,449,8,User,Color;Mobile,False,4
46673,Shopease,Login Form,Color Mismatch,Low,P1,Mobile,Chrome,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,49,825,1,User,UX;Accessibility,False,5
30681,Noteapp,Login Form,Text Overflow,Critical,P1,Desktop,Edge,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,17,865,6,Developer,Layout;UX,True,0
44322,Socialbuzz,Editor,Crash,Low,P1,Tablet,Firefox,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,17,180,3,User,Mobile;Layout,False,0
42080,Noteapp,Login Form,Text Overflow,Low,P3,Tablet,Edge,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,21,446,6,Qa,Mobile,True,4
8719,Socialbuzz,Navbar,Performance,High,P2,Tablet,Safari,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,49,200,7,User,Crash;Performance;Color,False,3
38553,Shopease,Toolbar,Accessibility,Low,P2,Mobile,Edge,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,40,80,1,Qa,Accessibility,False,2
19752,Socialbuzz,Dashboard,Crash,Medium,P2,Desktop,Edge,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Crash,8,128,5,Qa,Performance,False,4
12827,Socialbuzz,Login Form,Performance,Low,P3,Tablet,Chrome,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,44,686,5,Qa,Layout;Performance;Accessibility,False,0
29359,Taskmanager,Editor,Animation,High,P2,Desktop,Safari,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,41,600,7,User,UX;Layout;Performance,True,3
34787,Shopease,Search,Animation,Low,P1,Tablet,Edge,Android,True,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,38,174,6,Developer,Link,True,3
14805,Taskmanager,Editor,Accessibility,Medium,P3,Mobile,Chrome,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Accessibility,31,507,8,Qa,Link;Layout;Color,True,3
12424,Socialbuzz,Checkout,Layout,High,P1,Mobile,Firefox,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,35,580,1,Developer,Performance;UX,False,0
44908,Taskmanager,Editor,Accessibility,Medium,P2,Tablet,Safari,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Accessibility,16,451,5,Developer,Crash,True,0
17586,Socialbuzz,Footer,Crash,Medium,P3,Desktop,Edge,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Crash,52,576,10,Developer,Color;Crash,False,1
35813,Shopease,Navbar,Animation,High,P1,Tablet,Firefox,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Animation Bug,9,142,8,Developer,Layout;Crash;Performance,True,4
34302,Shopease,Dashboard,Accessibility,Critical,P3,Desktop,Firefox,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,49,934,2,Developer,Animation;Link,False,5
46162,Socialbuzz,Toolbar,Animation,High,P3,Desktop,Firefox,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,22,837,1,Developer,Layout,True,0
37537,Shopease,Dashboard,Crash,Medium,P2,Tablet,Chrome,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Crash,18,819,8,Qa,Color;Animation,True,1
45947,Taskmanager,Editor,Performance,Medium,P2,Mobile,Chrome,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,48,293,7,Developer,Link;Layout;Animation,False,2
5498,Noteapp,Footer,Color Mismatch,High,P3,Mobile,Edge,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,14,240,2,Developer,Performance;UX,True,0
25911,Shopease,Footer,Accessibility,High,P2,Desktop,Chrome,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,38,959,4,Qa,Link,True,5
26406,Shopease,Search,Animation,High,P2,Tablet,Firefox,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,60,647,2,Developer,Color;Link,False,5
28065,Noteapp,Sidebar,Layout,Medium,P2,Mobile,Firefox,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,15,541,6,Qa,Animation,True,4
7979,Noteapp,Toolbar,Color Mismatch,Low,P1,Tablet,Edge,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Color Mismatch,5,609,10,Qa,Accessibility,False,4
40384,Taskmanager,Dashboard,Performance,Low,P1,Tablet,Safari,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,47,355,5,Qa,Animation,True,2
36199,Shopease,Login Form,Animation,High,P1,Desktop,Edge,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,46,440,4,User,Mobile,False,2
46500,Shopease,Navbar,Color Mismatch,Medium,P3,Tablet,Firefox,Windows,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,10,784,8,User,Link;UX;Color,False,1
1913,Taskmanager,Dashboard,Broken Link,Critical,P3,Desktop,Safari,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,46,500,8,Developer,UX;Accessibility;Crash,True,3
43094,Financetracker,Toolbar,Performance,High,P3,Mobile,Firefox,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Performance,19,689,2,Developer,Accessibility,True,0
37759,Socialbuzz,Navbar,Text Overflow,Medium,P2,Mobile,Edge,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Text Overflow,5,891,2,Qa,Mobile,False,0
6800,Financetracker,Login Form,Performance,Low,P2,Tablet,Chrome,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,12,455,5,Qa,Crash;UX;Link,True,0
2356,Socialbuzz,Editor,Animation,High,P2,Mobile,Safari,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Animation Bug,14,495,7,User,UX;Animation;Crash,True,4
45665,Taskmanager,Editor,Performance,Low,P3,Desktop,Firefox,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,40,313,6,User,Link;Layout;UX,True,2
3197,Taskmanager,Login Form,Animation,Medium,P3,Mobile,Firefox,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,24,103,5,Developer,Color;Accessibility,True,3
44489,Financetracker,Navbar,Accessibility,High,P1,Mobile,Firefox,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,33,523,4,User,Crash,False,0
15596,Socialbuzz,Footer,Animation,Critical,P3,Tablet,Firefox,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,44,504,5,Qa,Performance;UX;Color,False,2
6672,Shopease,Footer,Accessibility,Medium,P1,Tablet,Chrome,Windows,True,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,39,132,10,Developer,Mobile,False,3
3867,Financetracker,Sidebar,Responsiveness,Medium,P2,Desktop,Edge,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Responsiveness,19,146,5,Developer,UX;Layout,True,3
40876,Taskmanager,Checkout,Animation,Critical,P2,Desktop,Firefox,Macos,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,58,314,1,Qa,Crash;Link;Mobile,False,2
46628,Taskmanager,Dashboard,Layout,Medium,P2,Desktop,Edge,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,10,800,8,Developer,Accessibility,False,1
33899,Socialbuzz,Footer,Layout,Low,P3,Tablet,Safari,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,36,975,2,User,Color;Crash,True,5
19168,Financetracker,Login Form,Color Mismatch,Critical,P2,Tablet,Firefox,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,57,629,4,Qa,Crash;Color,False,2
36630,Financetracker,Footer,Accessibility,Medium,P1,Mobile,Edge,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,45,746,3,Qa,Animation;Layout;Link,False,5
19451,Noteapp,Sidebar,Color Mismatch,Medium,P3,Desktop,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,37,211,3,User,Mobile,False,2
9929,Shopease,Login Form,Responsiveness,Low,P3,Desktop,Firefox,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Responsiveness,57,78,10,User,Mobile,True,3
45580,Socialbuzz,Checkout,Crash,High,P2,Tablet,Edge,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,40,964,9,Qa,Color,True,1
24880,Noteapp,Footer,Accessibility,Low,P2,Mobile,Edge,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,45,770,9,Developer,Animation;Mobile;Accessibility,False,1
41020,Noteapp,Checkout,Color Mismatch,Medium,P3,Desktop,Safari,Macos,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,19,218,3,User,Mobile;Color;Layout,True,0
49011,Socialbuzz,Login Form,Performance,Low,P2,Desktop,Edge,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Performance,26,240,7,Qa,Color,True,3
10007,Noteapp,Footer,Broken Link,Low,P1,Desktop,Safari,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,16,349,6,Developer,Animation,False,4
23001,Shopease,Footer,Text Overflow,Low,P2,Tablet,Safari,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Text Overflow,41,235,5,Developer,Color;UX;Crash,False,2
1013,Taskmanager,Toolbar,Layout,Low,P2,Mobile,Edge,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Layout,20,853,8,Qa,Performance;Link;Layout,False,1
19857,Noteapp,Dashboard,Performance,High,P2,Mobile,Firefox,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,55,596,10,Qa,Performance;UX;Crash,True,1
22297,Shopease,Footer,Layout,High,P2,Tablet,Firefox,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,34,722,2,Developer,Crash;Mobile;Layout,False,0
30073,Noteapp,Login Form,Responsiveness,High,P1,Tablet,Chrome,Macos,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Responsiveness,38,173,6,User,Animation;Layout;Accessibility,True,3
19033,Shopease,Search,Broken Link,High,P3,Desktop,Edge,Android,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,14,632,8,Developer,UX;Color;Accessibility,True,4
21835,Taskmanager,Editor,Responsiveness,High,P1,Mobile,Edge,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,39,825,5,Qa,Link;UX,False,0
28073,Socialbuzz,Login Form,Accessibility,Medium,P1,Tablet,Firefox,Macos,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,7,259,2,User,Color;Crash,True,0
16811,Shopease,Toolbar,Performance,Medium,P3,Desktop,Chrome,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Performance,45,122,2,Developer,UX;Link,False,2
23980,Taskmanager,Navbar,Crash,Critical,P1,Desktop,Safari,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Crash,46,868,2,User,Accessibility,True,5
7230,Shopease,Footer,Animation,Medium,P1,Mobile,Firefox,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,52,267,5,Developer,UX,False,2
27304,Shopease,Editor,Performance,High,P2,Tablet,Firefox,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,27,255,5,User,Animation,False,3
8887,Noteapp,Search,Crash,High,P3,Tablet,Chrome,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Crash,25,418,1,Qa,Accessibility,True,0
21597,Socialbuzz,Search,Crash,Critical,P3,Tablet,Firefox,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Crash,39,167,3,Qa,Mobile,False,2
8302,Financetracker,Editor,Text Overflow,Medium,P2,Desktop,Firefox,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,14,966,5,Developer,Color;Animation;Performance,True,0
39671,Shopease,Editor,Responsiveness,Low,P2,Desktop,Chrome,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,15,466,9,Qa,Accessibility,True,4
19157,Noteapp,Sidebar,Layout,Medium,P1,Mobile,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,38,659,4,Developer,Animation;UX,False,0
13984,Taskmanager,Footer,Layout,High,P2,Tablet,Safari,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,40,954,2,Qa,Color,False,5
48083,Shopease,Sidebar,Animation,Medium,P1,Mobile,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,25,833,4,User,Crash;UX;Layout,False,0
38988,Financetracker,Search,Text Overflow,Low,P1,Tablet,Chrome,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,51,755,6,Developer,Layout,False,2
31767,Socialbuzz,Login Form,Broken Link,Medium,P3,Desktop,Safari,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Broken Link,47,829,6,Developer,Color;Mobile,False,1
42398,Shopease,Dashboard,Accessibility,Medium,P2,Mobile,Edge,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,35,562,1,Developer,Accessibility;Mobile,True,0
28828,Noteapp,Navbar,Layout,Medium,P3,Mobile,Safari,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,24,994,6,User,Crash,False,1
33220,Shopease,Footer,Color Mismatch,High,P2,Tablet,Safari,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,8,822,8,Qa,Link;Accessibility,False,1
40526,Financetracker,Search,Performance,Medium,P1,Desktop,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Performance,12,883,9,Qa,Color;Crash;Accessibility,True,1
19247,Financetracker,Dashboard,Responsiveness,Medium,P2,Tablet,Edge,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,14,228,7,Developer,Performance,False,4
47036,Shopease,Editor,Responsiveness,Low,P3,Mobile,Firefox,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,35,72,3,Qa,Accessibility;Color;Link,False,2
28418,Taskmanager,Navbar,Performance,Critical,P3,Mobile,Firefox,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,11,695,4,User,UX,False,0
22457,Taskmanager,Toolbar,Animation,Medium,P2,Mobile,Firefox,Windows,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,55,755,1,Developer,Color;Mobile;Crash,True,5
10162,Taskmanager,Checkout,Layout,Medium,P1,Mobile,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,55,179,2,Developer,Accessibility;Layout,False,2
48667,Taskmanager,Search,Broken Link,High,P3,Mobile,Firefox,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,55,661,3,Qa,Link,False,5
31986,Noteapp,Sidebar,Layout,Medium,P1,Desktop,Edge,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,28,469,7,Developer,UX,False,3
7584,Socialbuzz,Checkout,Color Mismatch,High,P1,Tablet,Firefox,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,34,736,3,User,Mobile;Accessibility,False,0
43959,Taskmanager,Search,Accessibility,Low,P1,Desktop,Safari,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,16,954,10,User,Performance;Animation;Crash,True,1
11754,Financetracker,Login Form,Color Mismatch,Critical,P2,Tablet,Edge,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,49,339,7,User,Crash;Layout,False,2
33570,Taskmanager,Checkout,Color Mismatch,High,P3,Desktop,Firefox,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,13,563,2,User,Performance,True,0
36959,Noteapp,Editor,Crash,Critical,P2,Tablet,Safari,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,24,942,1,Developer,Layout;Animation,True,0
25057,Noteapp,Dashboard,Layout,Low,P3,Desktop,Edge,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,53,234,4,User,Animation,True,2
43217,Noteapp,Search,Text Overflow,Low,P1,Desktop,Chrome,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,16,862,6,Developer,Crash;Accessibility;Link,False,0
38985,Financetracker,Login Form,Crash,Low,P2,Desktop,Chrome,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,54,957,5,Qa,Layout,True,5
13641,Shopease,Editor,Performance,Medium,P3,Desktop,Firefox,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,5,318,6,Developer,UX,False,4
1198,Financetracker,Footer,Performance,Critical,P1,Desktop,Firefox,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Performance,32,298,1,Developer,UX;Link;Accessibility,False,2
39418,Taskmanager,Checkout,Animation,High,P2,Tablet,Safari,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,45,246,3,User,Color;Layout;Mobile,False,2
27274,Taskmanager,Checkout,Layout,High,P2,Tablet,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,8,178,6,Developer,Accessibility;Link;Layout,False,4
38230,Noteapp,Login Form,Accessibility,Medium,P2,Desktop,Chrome,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,58,205,9,Qa,Layout,True,3
1914,Shopease,Checkout,Text Overflow,Medium,P1,Tablet,Safari,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,58,884,6,User,Performance,True,1
15608,Socialbuzz,Search,Animation,Medium,P1,Tablet,Safari,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,54,397,1,Qa,Animation;Crash;Accessibility,False,2
