app_name,module,bug_type,severity,priority,device_type,browser,os,screenshot_available,steps_to_reproduce,expected_behavior,actual_behavior,time_to_detect_sec,time_to_fix_sec,user_impact_score,reported_by,tags,resolved,Cluster
Taskmanager,Editor,Layout,High,P3,Tablet,Edge,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,49,952,6,Developer,Color,True,1
Taskmanager,Navbar,Responsiveness,Critical,P3,Tablet,Chrome,Macos,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,20,564,8,Qa,Mobile;Link,False,4
Taskmanager,Checkout,Layout,Medium,P2,Mobile,Safari,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,25,264,4,User,Link;Crash;Layout,False,5
Noteapp,Navbar,Broken Link,High,P1,Tablet,Firefox,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,59,793,1,User,Crash;Accessibility,True,1
Noteapp,Login Form,Accessibility,Medium,P3,Mobile,Edge,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,43,243,9,Qa,Accessibility;Mobile,True,0
Noteapp,Checkout,Text Overflow,Low,P3,Tablet,Safari,Macos,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,37,558,6,User,Link;Crash;Color,False,2
Shopease,Footer,Broken Link,High,P3,Desktop,Edge,Windows,False,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,60,668,1,Developer,Accessibility;Crash;Layout,False,0
Noteapp,Checkout,Animation,High,P3,Desktop,Edge,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,8,695,5,Qa,Crash;Link;Color,False,2
Financetracker,Checkout,Animation,Low,P1,Tablet,Firefox,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,30,178,6,Qa,Layout,True,0
Socialbuzz,Checkout,Color Mismatch,High,P3,Tablet,Chrome,Android,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,48,871,5,Qa,Color,True,1
Taskmanager,Checkout,Animation,Medium,P1,Desktop,Chrome,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Animation Bug,13,699,3,Developer,Link;Animation;Mobile,True,3
Taskmanager,Checkout,Performance,Medium,P2,Desktop,Chrome,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Performance,28,616,3,User,Layout;Accessibility,False,3
Financetracker,Dashboard,Responsiveness,Medium,P2,Tablet,Firefox,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,6,379,4,Developer,Performance;Mobile,True,5
Socialbuzz,Login Form,Layout,High,P3,Desktop,Safari,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,12,684,3,Developer,Animation;Performance,True,3
Shopease,Footer,Crash,Medium,P3,Mobile,Edge,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Crash,33,725,3,Developer,Link,True,1
Taskmanager,Login Form,Accessibility,Medium,P3,Mobile,Firefox,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,42,332,3,Developer,Layout,False,0
Financetracker,Editor,Performance,Medium,P1,Mobile,Safari,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,37,567,4,Developer,Performance;Mobile;Animation,True,0
Taskmanager,Editor,Color Mismatch,Low,P1,Tablet,Firefox,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,36,549,9,Developer,Animation;Layout,True,4
Financetracker,Navbar,Broken Link,Low,P3,Tablet,Firefox,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,42,463,5,Developer,Mobile,True,0
Socialbuzz,Navbar,Color Mismatch,Critical,P3,Mobile,Safari,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,52,157,6,Developer,Crash;UX,False,0
Taskmanager,Toolbar,Responsiveness,Medium,P3,Mobile,Firefox,Ios,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,50,411,3,User,UX;Link,False,0
Shopease,Dashboard,Text Overflow,High,P2,Desktop,Edge,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,34,284,5,User,Layout;Mobile,True,0
Noteapp,Checkout,Layout,High,P3,Tablet,Safari,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,15,305,4,Qa,Performance;Layout,False,5
Taskmanager,Editor,Layout,Medium,P1,Desktop,Edge,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,6,68,3,User,Color;Mobile;Animation,False,5
Taskmanager,Search,Color Mismatch,Medium,P3,Tablet,Safari,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Color Mismatch,14,905,10,User,Accessibility,False,2
Socialbuzz,Dashboard,Text Overflow,Critical,P2,Tablet,Chrome,Windows,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,17,767,7,Developer,Performance;Accessibility;Color,True,2
Shopease,Search,Broken Link,High,P3,Mobile,Firefox,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,35,821,8,Qa,Color;Performance,True,2
Taskmanager,Navbar,Performance,Medium,P1,Mobile,Chrome,Ios,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,38,961,3,User,Performance;Animation,True,3
Socialbuzz,Navbar,Text Overflow,High,P3,Desktop,Firefox,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Text Overflow,36,542,10,Developer,Performance;UX;Accessibility,False,4
Shopease,Sidebar,Layout,Medium,P3,Tablet,Safari,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Layout,39,908,3,Qa,Performance;Color;Mobile,True,3
Socialbuzz,Search,Accessibility,Medium,P1,Tablet,Firefox,Windows,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,27,368,6,User,UX;Link,True,5
Socialbuzz,Sidebar,Accessibility,Medium,P2,Desktop,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,59,266,8,User,Link;Accessibility,True,0
Financetracker,Checkout,Accessibility,Medium,P3,Desktop,Chrome,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Accessibility,10,604,9,Developer,Link,True,4
Shopease,Sidebar,Text Overflow,Medium,P2,Mobile,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Text Overflow,48,68,8,User,Crash;Mobile;Layout,False,0
Noteapp,Footer,Layout,Low,P1,Mobile,Safari,Ios,False,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,18,392,8,User,Accessibility;Mobile,True,4
Financetracker,Navbar,Text Overflow,Low,P3,Tablet,Firefox,Android,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Text Overflow,13,363,2,User,Performance,False,5
Socialbuzz,Search,Text Overflow,Low,P1,Tablet,Safari,Windows,False,Perform action related to Search,Search works correctly,Search has issue: Text Overflow,6,342,7,User,Mobile;Layout;UX,False,4
Shopease,Login Form,Crash,High,P3,Desktop,Chrome,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,13,504,1,Developer,Performance;Layout,False,5
Shopease,Search,Accessibility,Medium,P3,Mobile,Firefox,Android,False,Perform action related to Search,Search works correctly,Search has issue: Accessibility,59,798,1,Qa,Mobile,False,1
Socialbuzz,Editor,Layout,High,P2,Tablet,Firefox,Ios,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,30,925,7,Developer,UX,False,2
Noteapp,Navbar,Accessibility,Critical,P1,Tablet,Chrome,Macos,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,34,805,2,Developer,Accessibility;Mobile,False,3
Financetracker,Sidebar,Accessibility,Medium,P3,Mobile,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,27,795,8,User,Color;Animation,False,2
Financetracker,Editor,Responsiveness,Critical,P3,Tablet,Edge,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Responsiveness,56,888,3,Qa,Link;Performance,True,1
Taskmanager,Checkout,Color Mismatch,Critical,P1,Mobile,Firefox,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Color Mismatch,51,78,1,Qa,Animation;Accessibility,True,0
Taskmanager,Toolbar,Color Mismatch,High,P2,Desktop,Safari,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Color Mismatch,48,82,2,Developer,Layout,False,0
Taskmanager,Search,Crash,Critical,P1,Desktop,Firefox,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Crash,17,512,3,User,Performance;Mobile,False,5
Shopease,Editor,Performance,Medium,P1,Mobile,Firefox,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,16,677,10,Qa,Link;UX,False,2
Shopease,Toolbar,Accessibility,High,P1,Tablet,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,29,772,8,Developer,Accessibility;Color,True,2
Socialbuzz,Dashboard,Broken Link,Medium,P3,Tablet,Chrome,Android,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,51,527,10,User,Color,False,0
Shopease,Navbar,Accessibility,Medium,P2,Desktop,Safari,Macos,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,33,359,9,Developer,Color;UX,False,4
Financetracker,Toolbar,Responsiveness,High,P3,Tablet,Firefox,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,38,336,8,User,Color;Crash;Layout,True,0
Noteapp,Dashboard,Performance,Low,P1,Tablet,Safari,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Performance,39,253,9,Qa,Crash;Accessibility,False,0
Socialbuzz,Checkout,Layout,High,P1,Tablet,Edge,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,44,230,5,User,UX;Animation;Performance,False,0
Financetracker,Search,Layout,Low,P1,Mobile,Edge,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Layout,57,309,4,Qa,Layout;Accessibility;Color,False,0
Socialbuzz,Editor,Broken Link,High,P3,Tablet,Edge,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,60,86,10,Qa,Link;Mobile,True,0
Financetracker,Search,Layout,Low,P1,Tablet,Safari,Android,True,Perform action related to Search,Search works correctly,Search has issue: Layout,60,860,6,Developer,Performance,True,1
Financetracker,Login Form,Text Overflow,Low,P2,Tablet,Safari,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Text Overflow,43,866,4,Developer,Performance;Accessibility;Animation,False,1
Shopease,Footer,Animation,Medium,P2,Tablet,Safari,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,49,854,5,Developer,UX,False,1
Financetracker,Dashboard,Crash,High,P2,Mobile,Chrome,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Crash,18,986,6,User,Color;UX,False,2
Financetracker,Dashboard,Accessibility,High,P1,Desktop,Firefox,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,55,874,8,Developer,UX;Crash,True,1
Noteapp,Navbar,Performance,High,P2,Desktop,Chrome,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Performance,42,587,1,User,Layout,False,0
Shopease,Dashboard,Text Overflow,Low,P2,Tablet,Firefox,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,17,768,1,Developer,Performance;Animation;Color,True,3
Financetracker,Editor,Color Mismatch,Medium,P2,Desktop,Firefox,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Color Mismatch,31,697,1,Developer,Performance;UX,False,3
Financetracker,Sidebar,Crash,Medium,P2,Tablet,Edge,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,25,823,6,Developer,Crash,True,2
Shopease,Footer,Layout,Critical,P3,Tablet,Edge,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Layout,9,608,5,Developer,UX;Animation,False,2
Shopease,Login Form,Accessibility,Critical,P2,Tablet,Safari,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,19,718,6,User,Accessibility;Color;Crash,True,2
Noteapp,Footer,Responsiveness,Medium,P1,Tablet,Edge,Ios,True,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,30,882,1,Developer,Mobile;Crash,True,3
Socialbuzz,Editor,Layout,Low,P3,Desktop,Chrome,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,40,635,8,Developer,UX;Color;Layout,False,1
Noteapp,Toolbar,Accessibility,Medium,P1,Desktop,Safari,Macos,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Accessibility,17,808,6,User,Link;UX;Crash,True,2
Shopease,Login Form,Animation,Low,P3,Mobile,Firefox,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Animation Bug,19,724,3,Developer,Performance;Mobile;UX,False,2
Taskmanager,Editor,Broken Link,Critical,P3,Tablet,Firefox,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,28,997,1,Developer,Color;Link,True,3
Socialbuzz,Editor,Layout,Medium,P1,Tablet,Chrome,Android,False,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,49,395,1,User,Link;Color,True,0
Taskmanager,Navbar,Color Mismatch,Medium,P1,Desktop,Safari,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Color Mismatch,47,420,2,Developer,UX;Layout,True,0
Socialbuzz,Editor,Crash,Medium,P1,Tablet,Edge,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,38,762,5,User,Link,False,1
Taskmanager,Search,Crash,High,P3,Tablet,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Crash,6,484,6,Qa,Color,True,4
Shopease,Search,Broken Link,Low,P2,Tablet,Firefox,Android,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,47,807,9,Developer,Mobile;Accessibility,True,1
Shopease,Login Form,Layout,Low,P3,Tablet,Firefox,Android,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,36,826,7,User,Crash;Link;Color,False,1
Financetracker,Dashboard,Layout,Low,P1,Tablet,Firefox,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,12,896,3,User,Layout;Animation,False,3
Noteapp,Checkout,Crash,High,P2,Desktop,Firefox,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,15,753,7,Developer,Mobile;Layout,True,2
Shopease,Search,Broken Link,High,P3,Desktop,Edge,Android,True,Perform action related to Search,Search works correctly,Search has issue: Broken Link,14,632,8,Developer,UX;Color;Accessibility,True,4
Shopease,Toolbar,Responsiveness,High,P3,Desktop,Chrome,Ios,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,12,791,5,Developer,Link;Crash,False,2
Taskmanager,Dashboard,Accessibility,Low,P2,Desktop,Chrome,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,40,124,1,Developer,Link,False,0
Socialbuzz,Navbar,Responsiveness,Low,P1,Desktop,Safari,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,59,851,8,User,Mobile,True,1
Taskmanager,Navbar,Accessibility,High,P2,Desktop,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Accessibility,6,496,7,Qa,Performance,False,4
Socialbuzz,Search,Color Mismatch,High,P3,Mobile,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Color Mismatch,46,441,2,Qa,Crash,False,0
Taskmanager,Toolbar,Layout,High,P1,Tablet,Safari,Android,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Layout,17,345,7,Developer,Mobile;Animation;Performance,True,4
Taskmanager,Editor,Broken Link,Medium,P3,Mobile,Chrome,Macos,True,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,28,419,6,User,Accessibility,True,5
Taskmanager,Sidebar,Animation,Critical,P3,Desktop,Safari,Ios,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,53,279,7,User,UX;Crash;Performance,True,0
Socialbuzz,Editor,Performance,High,P3,Tablet,Chrome,Windows,False,Perform action related to Editor,Editor works correctly,Editor has issue: Performance,53,690,7,Developer,Accessibility,False,1
Socialbuzz,Dashboard,Color Mismatch,Medium,P2,Desktop,Firefox,Ios,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Color Mismatch,17,872,10,Qa,Performance;Layout,True,2
Socialbuzz,Dashboard,Text Overflow,Critical,P3,Tablet,Edge,Windows,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Text Overflow,20,842,8,Developer,Mobile,False,2
Financetracker,Dashboard,Accessibility,Medium,P2,Desktop,Firefox,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Accessibility,40,945,1,Developer,Layout,False,3
Noteapp,Navbar,Layout,Low,P3,Mobile,Safari,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Layout,40,217,5,User,Mobile;Animation,False,0
Shopease,Footer,Responsiveness,High,P2,Mobile,Firefox,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Responsiveness,48,944,9,User,Color,False,1
Socialbuzz,Search,Performance,High,P1,Desktop,Safari,Ios,False,Perform action related to Search,Search works correctly,Search has issue: Performance,5,412,3,Developer,Crash;Performance;Link,True,3
Financetracker,Footer,Color Mismatch,High,P1,Desktop,Safari,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,34,281,7,Developer,Accessibility;Link,True,0
Socialbuzz,Checkout,Crash,High,P1,Tablet,Firefox,Ios,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Crash,43,623,3,Qa,Layout;Accessibility,False,0
Taskmanager,Footer,Broken Link,Medium,P3,Tablet,Edge,Windows,True,Perform action related to Footer,Footer works correctly,Footer has issue: Broken Link,11,155,8,Developer,Animation;Layout,False,4
Noteapp,Footer,Animation,Medium,P1,Mobile,Edge,Macos,True,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,41,495,4,Qa,Mobile;UX,False,0
Shopease,Search,Accessibility,Medium,P1,Mobile,Chrome,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Accessibility,19,495,10,User,Link;Animation,True,4
Financetracker,Checkout,Performance,Medium,P1,Tablet,Firefox,Windows,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Performance,58,598,5,User,Accessibility,True,1
Shopease,Dashboard,Layout,Medium,P1,Mobile,Firefox,Macos,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,32,606,7,Qa,Performance;Link,False,1
Noteapp,Navbar,Broken Link,Medium,P3,Tablet,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,11,893,2,Developer,Performance,True,3
Taskmanager,Search,Animation,Medium,P1,Desktop,Chrome,Android,False,Perform action related to Search,Search works correctly,Search has issue: Animation Bug,19,515,9,Developer,Color;Layout;Link,False,4
Financetracker,Login Form,Color Mismatch,Low,P2,Tablet,Safari,Ios,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,35,909,8,User,Layout;Color;Animation,True,2
Shopease,Sidebar,Broken Link,Medium,P1,Desktop,Chrome,Windows,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Broken Link,37,202,1,User,Layout;Link,True,0
Shopease,Login Form,Crash,Low,P2,Mobile,Firefox,Windows,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,27,574,9,Developer,Accessibility;Animation,True,4
Taskmanager,Navbar,Broken Link,Medium,P2,Mobile,Chrome,Windows,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,8,698,5,Developer,Crash;Accessibility,True,2
Financetracker,Footer,Accessibility,Medium,P1,Tablet,Firefox,Android,True,Perform action related to Footer,Footer works correctly,Footer has issue: Accessibility,26,269,10,Developer,UX,False,4
Socialbuzz,Login Form,Accessibility,Low,P2,Tablet,Safari,Macos,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Accessibility,34,935,10,Qa,Mobile;Color,False,2
Taskmanager,Editor,Broken Link,High,P3,Tablet,Chrome,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Broken Link,48,138,10,Qa,Performance;Accessibility,True,0
Noteapp,Login Form,Layout,High,P1,Desktop,Chrome,Windows,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,8,557,4,Developer,Layout;Animation;Mobile,False,3
Noteapp,Editor,Layout,High,P1,Desktop,Chrome,Macos,False,Perform action related to Editor,Editor works correctly,Editor has issue: Layout,36,932,1,User,Mobile;Crash;UX,False,3
Socialbuzz,Dashboard,Responsiveness,High,P3,Desktop,Firefox,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Responsiveness,32,151,7,Qa,Color;Link;Animation,False,4
Taskmanager,Sidebar,Performance,Medium,P3,Desktop,Chrome,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Performance,31,400,3,Developer,Link;Color,False,5
Taskmanager,Editor,Text Overflow,Medium,P2,Tablet,Firefox,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,33,635,10,User,Link,False,1
Socialbuzz,Search,Responsiveness,Critical,P1,Tablet,Chrome,Ios,True,Perform action related to Search,Search works correctly,Search has issue: Responsiveness,8,462,9,Developer,Layout;Color;Performance,False,4
Financetracker,Footer,Animation,Medium,P3,Desktop,Edge,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Animation Bug,57,273,10,Qa,Animation;Performance;Crash,True,0
Shopease,Sidebar,Accessibility,Medium,P2,Mobile,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Accessibility,53,209,2,Developer,UX;Performance,False,0
Financetracker,Login Form,Color Mismatch,Medium,P1,Tablet,Firefox,Android,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Color Mismatch,58,438,9,User,Layout;Mobile;UX,True,0
Financetracker,Sidebar,Crash,High,P3,Mobile,Safari,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,43,310,4,Developer,Animation;Crash;Color,False,0
Shopease,Toolbar,Color Mismatch,Medium,P2,Mobile,Safari,Macos,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Color Mismatch,36,508,6,User,Animation;Color;Performance,False,2
Taskmanager,Dashboard,Animation,Medium,P3,Mobile,Safari,Android,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,16,937,7,User,Performance;Link,True,2
Noteapp,Sidebar,Animation,Medium,P3,Desktop,Safari,Ios,True,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Animation Bug,16,191,7,Developer,Crash;Color,False,4
Noteapp,Dashboard,Layout,Medium,P1,Mobile,Edge,Ios,False,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Layout,18,820,9,Qa,Crash;Layout,False,2
Financetracker,Login Form,Layout,Medium,P3,Mobile,Firefox,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,12,650,5,User,Color;Layout;Animation,False,2
Shopease,Editor,Text Overflow,High,P2,Tablet,Chrome,Android,True,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,36,214,1,Qa,Crash,False,0
Taskmanager,Checkout,Layout,Critical,P3,Tablet,Safari,Macos,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,34,286,6,Qa,Performance,True,0
Taskmanager,Footer,Color Mismatch,High,P2,Mobile,Chrome,Android,False,Perform action related to Footer,Footer works correctly,Footer has issue: Color Mismatch,9,428,5,User,UX;Crash,True,5
Noteapp,Checkout,Text Overflow,Low,P1,Mobile,Edge,Windows,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Text Overflow,8,643,5,Qa,Link,False,2
Socialbuzz,Search,Color Mismatch,Medium,P2,Tablet,Chrome,Macos,True,Perform action related to Search,Search works correctly,Search has issue: Color Mismatch,10,585,8,Developer,Layout;Accessibility;Crash,False,4
Financetracker,Sidebar,Crash,High,P1,Desktop,Safari,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Crash,11,810,6,Qa,Layout;Performance;Mobile,False,2
Socialbuzz,Login Form,Layout,Medium,P2,Desktop,Safari,Ios,True,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Layout,24,350,2,User,Mobile;Color;Performance,True,5
Taskmanager,Dashboard,Broken Link,Low,P3,Desktop,Firefox,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Broken Link,50,755,4,User,Accessibility;UX,False,1
Noteapp,Login Form,Crash,Low,P2,Tablet,Firefox,Macos,False,Perform action related to Login Form,Login Form works correctly,Login Form has issue: Crash,27,488,2,User,Animation;Crash;Accessibility,False,3
Socialbuzz,Navbar,Responsiveness,Medium,P1,Tablet,Firefox,Windows,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Responsiveness,38,773,7,Developer,Layout;Performance,False,1
Socialbuzz,Search,Layout,Medium,P2,Tablet,Chrome,Macos,False,Perform action related to Search,Search works correctly,Search has issue: Layout,59,714,5,Developer,Layout,True,1
Shopease,Sidebar,Broken Link,Medium,P3,Desktop,Safari,Android,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Broken Link,10,698,9,User,Layout;UX;Crash,False,2
Socialbuzz,Checkout,Layout,Medium,P2,Tablet,Chrome,Android,True,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Layout,50,626,3,Qa,UX;Mobile,True,1
Shopease,Editor,Crash,Medium,P3,Tablet,Safari,Ios,False,Perform action related to Editor,Editor works correctly,Editor has issue: Crash,31,443,9,User,Crash,True,4
Socialbuzz,Checkout,Accessibility,Medium,P3,Mobile,Safari,Ios,False,Perform action related to Checkout,Checkout works correctly,Checkout has issue: Accessibility,20,145,7,Developer,Color;Crash,False,4
Shopease,Toolbar,Responsiveness,Critical,P2,Tablet,Edge,Windows,True,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Responsiveness,51,196,3,Developer,Crash,True,0
Noteapp,Navbar,Animation,Medium,P3,Desktop,Safari,Android,False,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Animation Bug,9,649,1,Developer,Layout;Mobile,True,3
Financetracker,Editor,Text Overflow,Medium,P1,Tablet,Edge,Windows,True,Perform action related to Editor,Editor works correctly,Editor has issue: Text Overflow,19,877,5,Developer,Performance,False,2
Socialbuzz,Navbar,Broken Link,Low,P1,Mobile,Edge,Ios,True,Perform action related to Navbar,Navbar works correctly,Navbar has issue: Broken Link,23,422,1,Developer,Animation;UX;Mobile,False,5
Shopease,Dashboard,Animation,Low,P1,Tablet,Safari,Macos,True,Perform action related to Dashboard,Dashboard works correctly,Dashboard has issue: Animation Bug,17,491,10,Developer,UX;Performance,True,4
Taskmanager,Footer,Crash,Critical,P1,Desktop,Chrome,Macos,False,Perform action related to Footer,Footer works correctly,Footer has issue: Crash,33,611,4,Qa,Crash,False,2
Taskmanager,Sidebar,Color Mismatch,Medium,P1,Tablet,Edge,Macos,False,Perform action related to Sidebar,Sidebar works correctly,Sidebar has issue: Color Mismatch,58,364,2,User,Crash;Mobile,False,0
Taskmanager,Toolbar,Animation,Medium,P1,Mobile,Chrome,Android,False,Perform action related to Toolbar,Toolbar works correctly,Toolbar has issue: Animation Bug,51,577,7,Developer,Color;Mobile,False,1
